id,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
77220,Male,Loyal Customer,23,Business travel,Business,1660,2,2,2,2,5,5,5,5,1,3,3,2,4,5,1,5,satisfied
23225,Male,Loyal Customer,38,Business travel,Business,1121,5,5,5,5,4,4,4,4,1,5,1,4,3,4,269,260,satisfied
62523,Female,Loyal Customer,31,Business travel,Business,1802,4,4,5,4,4,5,4,4,2,4,5,2,1,4,4,0,satisfied
123100,Female,Loyal Customer,43,Business travel,Business,583,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,0,satisfied
22237,Male,Loyal Customer,40,Business travel,Eco,539,4,3,3,3,4,4,4,4,5,4,1,4,4,4,0,0,satisfied
75657,Female,Loyal Customer,42,Business travel,Business,3431,3,3,3,3,2,5,5,5,5,5,5,5,5,5,0,11,satisfied
96029,Male,Loyal Customer,60,Business travel,Business,2131,1,1,1,1,2,5,4,4,4,4,4,4,4,3,12,0,satisfied
68537,Male,Loyal Customer,60,Business travel,Business,293,1,1,1,1,4,5,5,5,5,5,5,3,5,4,0,0,satisfied
102377,NA,Loyal Customer,36,Business travel,Eco Plus,1249,4,5,5,5,4,4,4,4,1,3,5,5,2,4,16,0,satisfied
122546,NA,Loyal Customer,58,Business travel,Business,3762,2,2,2,2,3,5,5,5,5,5,5,4,5,5,0,0,satisfied
81947,Male,Loyal Customer,60,Business travel,Business,1635,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,3,satisfied
775,Female,Loyal Customer,50,Business travel,Business,2731,4,4,4,4,3,NA,5,5,5,5,5,3,5,4,0,0,satisfied
48531,NA,disloyal Customer,26,Business travel,Business,621,5,5,5,3,3,5,3,3,5,5,4,5,5,3,68,54,satisfied
122598,Female,Loyal Customer,46,Business travel,Business,2446,5,5,5,5,2,3,4,4,4,4,4,5,4,4,0,0,satisfied
119695,Male,Loyal Customer,36,Business travel,Business,1761,5,5,5,5,4,5,4,4,4,4,5,4,4,3,0,11,satisfied
57101,Male,Loyal Customer,33,Business travel,Business,2860,3,3,4,3,4,4,4,4,5,4,5,3,5,4,0,7,satisfied
109248,Male,Loyal Customer,36,Business travel,Business,3615,4,4,2,4,3,5,5,4,4,4,4,4,4,5,0,0,satisfied
4463,Female,Loyal Customer,25,Business travel,Business,2192,3,1,3,3,3,3,3,3,5,1,3,2,3,3,0,0,satisfied
102420,Male,Loyal Customer,42,Business travel,Business,197,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0,satisfied
114966,Male,Loyal Customer,17,Business travel,Business,3481,1,1,1,1,5,4,5,5,3,2,5,4,5,5,0,0,satisfied
19465,Male,Loyal Customer,40,Personal Travel,Eco,2704,5,1,5,4,3,5,3,3,1,5,3,2,3,3,21,0,satisfied
128487,Male,Loyal Customer,40,Business travel,Business,1346,5,1,5,5,5,4,4,4,4,4,4,4,4,5,0,13,satisfied
41549,Male,Loyal Customer,48,Business travel,Business,532,1,1,1,1,2,5,5,5,5,4,5,3,5,3,0,0,satisfied
99394,Female,Loyal Customer,34,Business travel,Eco Plus,1400,0,0,0,3,2,0,2,2,5,1,1,1,4,2,0,0,satisfied
81429,Female,Loyal Customer,46,Business travel,Business,3358,3,3,3,3,1,5,2,5,5,5,5,4,5,4,6,0,satisfied
53055,Male,Loyal Customer,44,Business travel,Business,1048,3,3,3,3,2,4,4,4,4,5,4,3,4,3,0,6,satisfied
124119,Female,Loyal Customer,31,Business travel,Business,3477,1,1,1,1,4,4,4,4,4,2,5,3,4,4,36,34,satisfied
15008,Female,Loyal Customer,38,Business travel,Eco Plus,748,5,5,5,5,5,5,5,5,2,2,5,1,1,5,44,65,satisfied
33352,Male,Loyal Customer,39,Business travel,Eco,740,4,2,2,2,4,4,4,4,1,1,4,2,2,4,3,0,satisfied
103683,Female,disloyal Customer,24,Business travel,Eco Plus,241,0,2,0,3,2,0,1,2,3,4,2,5,3,2,1,0,satisfied
119529,Male,Loyal Customer,34,Business travel,Eco Plus,1499,3,1,1,1,3,4,3,3,1,1,1,3,5,3,1,0,satisfied
105938,Female,disloyal Customer,16,Business travel,Eco,784,0,0,0,2,1,0,1,1,5,5,4,4,4,1,0,0,satisfied
123880,NA,Loyal Customer,35,Business travel,Business,2611,2,2,2,2,3,3,3,5,3,4,5,3,5,3,0,0,satisfied
18399,Female,Loyal Customer,46,Business travel,Business,201,5,5,5,5,5,4,5,5,5,5,5,5,5,5,NA,6,satisfied
1667,Female,disloyal Customer,25,Business travel,Business,920,0,0,1,1,1,1,1,1,4,3,4,5,5,1,0,0,satisfied
14881,Female,Loyal Customer,49,Business travel,Business,888,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,0,satisfied
25249,Male,Loyal Customer,49,Business travel,Business,2307,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0,satisfied
35284,Female,Loyal Customer,56,Business travel,Business,3078,3,2,3,3,5,4,5,5,5,5,5,4,5,4,13,0,satisfied
39007,Female,Loyal Customer,41,Business travel,Business,331,3,3,3,3,5,5,5,5,5,5,5,3,5,3,53,50,satisfied
85597,NA,Loyal Customer,39,Business travel,Business,2176,2,2,2,2,3,4,5,4,4,4,4,3,4,3,0,0,satisfied
51897,Female,Loyal Customer,46,Business travel,Business,2645,1,1,1,1,3,4,5,4,4,4,4,5,4,3,0,0,satisfied
90524,Female,Loyal Customer,33,Business travel,Business,1379,3,3,3,3,5,5,5,4,4,4,4,4,4,3,3,0,satisfied
25509,Female,disloyal Customer,46,Business travel,Eco Plus,371,4,4,4,3,2,4,2,2,3,2,3,3,1,2,0,0,satisfied
19838,Female,Loyal Customer,52,Business travel,Business,373,2,5,2,2,3,5,5,4,4,4,4,4,4,3,1,0,satisfied
49276,Female,Loyal Customer,47,Business travel,Business,2157,0,1,1,1,5,4,5,5,5,5,5,3,5,3,0,0,satisfied
59196,Female,Loyal Customer,33,Business travel,Business,3850,0,0,0,5,3,5,5,3,3,3,3,4,3,4,11,6,satisfied
125258,NA,Loyal Customer,43,Business travel,Business,383,5,3,5,5,4,5,5,5,5,5,5,3,5,5,0,0,satisfied
39106,Female,Loyal Customer,32,Personal Travel,Eco Plus,383,0,4,0,3,4,0,4,4,5,5,5,5,4,4,0,0,satisfied
76358,NA,Loyal Customer,47,Business travel,Business,2200,2,2,2,2,5,5,4,4,4,4,5,5,4,5,0,0,satisfied
8699,Male,Loyal Customer,46,Business travel,Business,2771,0,0,0,2,1,3,4,3,3,3,3,3,3,1,0,0,satisfied
324,Male,Loyal Customer,28,Business travel,Business,1087,1,1,3,1,5,NA,5,5,3,2,4,5,5,5,0,0,satisfied
36740,Male,Loyal Customer,51,Business travel,Business,2048,1,1,1,1,3,5,5,4,4,4,4,5,4,3,0,0,satisfied
82175,Female,Loyal Customer,52,Business travel,Business,1400,4,4,4,4,5,4,3,3,3,4,3,1,3,1,27,0,satisfied
14195,Male,Loyal Customer,33,Business travel,Business,3891,3,3,3,3,5,5,5,5,4,4,1,1,4,5,84,79,satisfied
67065,Female,Loyal Customer,45,Business travel,Business,3813,2,2,2,2,4,5,4,4,4,4,4,4,4,3,0,2,satisfied
81342,Male,disloyal Customer,20,Business travel,Business,401,0,0,0,5,2,0,2,2,5,3,4,3,4,2,90,83,satisfied
54196,Female,Loyal Customer,36,Business travel,Business,3299,2,2,3,2,4,1,1,5,5,5,5,4,5,3,0,0,satisfied
60956,NA,Loyal Customer,55,Business travel,Business,2961,2,2,2,2,4,2,5,4,4,4,4,5,4,2,0,43,satisfied
87524,NA,Loyal Customer,21,Business travel,Eco Plus,1598,0,3,0,2,1,NA,1,1,4,5,3,3,3,1,0,5,satisfied
87973,Female,Loyal Customer,49,Business travel,Eco,807,4,5,5,5,3,4,1,4,4,4,4,4,4,1,0,0,satisfied
16966,Male,Loyal Customer,45,Business travel,Business,2233,5,5,4,5,4,4,4,5,5,5,5,5,5,3,12,0,satisfied
69297,Male,Loyal Customer,58,Business travel,Business,427,2,2,2,2,4,4,5,5,5,5,5,4,5,3,0,0,satisfied
40551,NA,disloyal Customer,22,Business travel,Eco,1415,3,3,3,4,1,NA,2,1,1,1,5,5,2,1,0,0,satisfied
75481,NA,Loyal Customer,44,Personal Travel,Eco,1411,0,5,0,2,3,5,5,2,2,0,2,2,2,5,0,0,satisfied
18609,Female,Loyal Customer,47,Business travel,Business,2309,4,4,2,4,5,4,4,4,4,4,4,4,4,3,0,0,satisfied
13875,Female,disloyal Customer,23,Business travel,Eco,1541,5,5,5,2,1,5,1,1,3,1,4,2,5,1,36,26,satisfied
85017,Female,Loyal Customer,50,Personal Travel,Business,96,4,4,0,3,3,4,4,3,3,0,3,4,3,4,0,3,satisfied
64747,Male,Loyal Customer,39,Business travel,Eco,101,5,3,3,3,5,5,5,5,1,2,1,2,5,5,0,0,satisfied
96949,Male,Loyal Customer,46,Business travel,Business,3714,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,1,satisfied
122474,Female,Loyal Customer,48,Business travel,Business,946,3,3,3,3,4,5,4,5,5,5,5,4,5,4,0,5,satisfied
7359,Female,disloyal Customer,25,Business travel,Business,997,0,2,0,2,3,0,3,3,5,5,5,4,5,3,38,49,satisfied
28750,Male,disloyal Customer,29,Business travel,Business,770,5,4,4,3,2,4,1,2,5,5,5,3,4,2,10,14,satisfied
47538,Male,Loyal Customer,44,Business travel,Eco,788,5,5,4,4,5,5,5,5,NA,1,3,4,1,5,0,0,satisfied
50318,Female,Loyal Customer,55,Business travel,Business,3077,4,4,4,4,1,3,1,5,5,5,5,3,5,4,0,0,satisfied
110480,Male,Loyal Customer,28,Business travel,Business,210,5,5,5,5,4,4,4,4,5,5,5,3,3,4,98,102,satisfied
3736,Male,Loyal Customer,25,Business travel,Business,1579,3,3,3,3,5,5,5,5,5,5,4,5,5,5,240,280,satisfied
128428,NA,Loyal Customer,55,Business travel,Business,1491,4,4,4,4,3,NA,4,5,5,5,5,3,5,3,0,0,satisfied
127985,Female,Loyal Customer,60,Business travel,Business,304,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0,satisfied
103206,Male,Loyal Customer,39,Business travel,Business,883,5,5,5,5,5,4,5,4,4,4,4,4,4,4,3,38,satisfied
98331,Male,Loyal Customer,25,Business travel,Business,3904,4,4,1,4,5,5,5,5,3,3,4,4,5,5,0,0,satisfied
17197,Female,disloyal Customer,29,Business travel,Eco,1035,4,4,4,3,2,4,2,2,1,3,1,2,2,2,42,21,satisfied
66487,Female,Loyal Customer,42,Business travel,Business,1620,3,3,5,3,5,5,5,5,5,4,5,5,5,5,3,5,satisfied
46378,Male,disloyal Customer,25,Business travel,Eco,1127,5,5,5,2,3,5,3,3,4,3,5,5,4,3,0,0,satisfied
15095,NA,Loyal Customer,39,Business travel,Business,1768,2,2,2,2,4,4,4,5,5,5,5,4,5,4,0,0,satisfied
85907,Male,Loyal Customer,60,Business travel,Business,226,0,0,0,2,4,5,5,4,4,4,4,3,4,3,0,0,satisfied
122715,Male,Loyal Customer,34,Business travel,Business,2723,2,1,2,2,3,5,4,4,4,4,4,4,4,3,0,2,satisfied
108265,Male,Loyal Customer,50,Business travel,Business,3091,3,3,3,3,3,5,4,5,NA,5,5,5,5,4,0,0,satisfied
111801,Female,Loyal Customer,39,Business travel,Business,1990,1,1,4,1,4,NA,5,3,3,4,3,4,3,3,0,11,satisfied
28928,Male,Loyal Customer,44,Business travel,Business,563,1,1,1,1,3,5,2,3,3,4,3,1,3,2,0,0,satisfied
72242,Male,Loyal Customer,45,Business travel,Business,3640,3,3,3,3,5,NA,2,5,5,5,5,3,5,4,77,64,satisfied
20347,Male,Loyal Customer,31,Business travel,Eco Plus,581,5,4,3,4,5,5,5,5,3,3,3,3,3,5,0,0,satisfied
74643,Male,Loyal Customer,41,Business travel,Business,612,3,3,5,3,5,2,2,4,4,5,4,1,4,1,0,0,satisfied
120499,Male,Loyal Customer,44,Business travel,Business,2052,2,2,2,2,4,4,4,5,NA,5,5,4,5,3,0,0,satisfied
101352,Female,Loyal Customer,48,Business travel,Business,1616,2,2,2,2,2,4,5,3,3,3,3,3,3,4,0,11,satisfied
5382,Male,Loyal Customer,36,Business travel,Eco,129,4,1,1,1,4,4,4,4,2,4,3,3,2,4,0,0,satisfied
47134,Female,Loyal Customer,41,Personal Travel,Eco,460,4,2,4,4,3,4,3,3,3,5,3,4,4,3,0,0,satisfied
104567,NA,disloyal Customer,24,Business travel,Business,731,0,0,0,3,1,NA,1,1,3,4,5,3,4,1,10,19,satisfied
2859,Female,disloyal Customer,27,Business travel,Eco Plus,404,5,5,5,1,3,1,3,2,4,1,4,3,1,3,202,242,satisfied
128330,Male,disloyal Customer,27,Business travel,Business,405,5,5,5,3,3,5,3,3,4,5,4,4,4,3,0,0,satisfied
117564,Male,Loyal Customer,24,Business travel,Eco Plus,1448,4,5,5,5,4,4,5,4,3,2,3,1,3,4,1,0,satisfied
1938,Female,Loyal Customer,29,Business travel,Business,542,5,3,5,5,5,4,5,5,1,3,4,3,5,5,0,0,satisfied
66745,Female,Loyal Customer,42,Business travel,Business,2874,4,4,4,4,1,4,4,5,5,5,5,3,5,2,2,0,satisfied
55058,Male,Loyal Customer,49,Business travel,Business,2586,5,5,5,5,5,5,5,4,5,5,4,5,3,5,60,51,satisfied
81428,Male,disloyal Customer,25,Business travel,Eco,1201,4,4,4,4,3,4,3,3,3,2,4,4,5,3,18,0,satisfied
93821,Female,disloyal Customer,85,Business travel,Business,67,4,4,4,3,4,NA,4,2,1,5,4,4,4,4,0,0,satisfied
48958,Male,Loyal Customer,45,Business travel,Business,3234,2,2,2,2,2,4,5,2,2,2,2,3,2,4,0,4,satisfied
26714,Male,Loyal Customer,56,Business travel,Business,1426,4,4,4,4,2,4,5,4,4,3,4,4,4,3,0,11,satisfied
68208,Female,disloyal Customer,22,Business travel,Business,684,4,0,4,2,2,4,2,2,5,4,4,5,4,2,40,46,satisfied
55488,Male,Loyal Customer,40,Business travel,Business,2330,2,2,5,2,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
102276,Male,Loyal Customer,59,Business travel,Business,1969,2,2,2,2,2,3,5,5,5,5,5,4,5,3,0,0,satisfied
102595,Male,Loyal Customer,66,Personal Travel,Eco,1073,4,4,4,2,3,4,2,3,5,5,4,3,5,3,43,11,satisfied
54216,Male,Loyal Customer,48,Business travel,Business,2521,1,1,1,1,5,3,4,4,4,4,4,4,4,3,0,0,satisfied
128703,Male,Loyal Customer,58,Business travel,Business,2470,3,3,3,3,3,4,5,5,5,5,5,5,5,4,17,8,satisfied
113748,Male,Loyal Customer,45,Business travel,Business,1096,4,4,4,4,3,4,4,5,5,5,5,4,5,5,0,0,satisfied
51414,Male,Loyal Customer,48,Business travel,Business,1028,5,5,5,5,3,4,4,5,5,5,5,2,5,4,NA,0,satisfied
110951,NA,Loyal Customer,56,Business travel,Business,3550,5,5,4,5,3,4,5,4,4,4,4,3,4,4,0,0,satisfied
31202,Female,disloyal Customer,23,Business travel,Eco,1147,4,4,4,4,5,4,5,5,5,5,4,3,5,5,0,0,satisfied
37912,Female,Loyal Customer,35,Business travel,Business,3579,2,2,2,2,2,4,4,5,5,5,5,4,5,5,70,57,satisfied
25103,NA,Loyal Customer,46,Business travel,Business,3073,2,2,1,2,4,5,5,5,5,5,5,4,5,4,3,0,satisfied
28329,Female,Loyal Customer,51,Business travel,Business,2334,3,3,3,3,2,NA,4,5,5,5,5,3,5,4,28,12,satisfied
86622,Female,Loyal Customer,47,Business travel,Eco,500,4,5,5,5,4,5,5,4,4,4,4,4,4,3,0,0,satisfied
123339,Female,Loyal Customer,20,Business travel,Business,2862,2,2,2,2,5,5,5,5,3,3,5,4,4,5,0,0,satisfied
71275,Female,Loyal Customer,28,Business travel,NA,846,4,3,3,3,4,4,4,3,1,1,4,4,5,4,182,174,satisfied
98862,Female,Loyal Customer,54,Business travel,Business,1598,5,5,5,5,3,3,4,5,5,5,5,4,5,4,3,0,satisfied
113730,Female,Loyal Customer,31,Business travel,Business,2331,2,2,2,2,5,5,5,5,3,1,5,3,5,5,1,8,satisfied
17217,Male,Loyal Customer,58,Business travel,Business,453,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0,satisfied
80870,NA,Loyal Customer,54,Business travel,Eco,2172,4,4,4,4,1,4,2,4,4,4,4,4,4,3,0,0,satisfied
9622,NA,Loyal Customer,56,Personal Travel,NA,626,4,5,5,3,2,5,2,2,3,3,5,3,4,2,82,92,satisfied
83608,Female,Loyal Customer,34,Business travel,Business,157,4,5,4,4,1,3,4,4,4,4,5,1,4,1,59,58,satisfied
125225,NA,disloyal Customer,38,Business travel,Business,1183,4,4,4,3,2,4,2,2,5,4,5,4,5,2,29,13,satisfied
80740,Female,disloyal Customer,24,Business travel,Eco,402,0,3,0,3,1,3,1,1,3,4,5,4,4,1,0,0,satisfied
2655,Male,Loyal Customer,56,Business travel,Business,2724,3,5,3,3,5,5,5,3,3,5,4,5,5,5,6,0,satisfied
115082,Male,Loyal Customer,50,Business travel,Eco,991,4,3,3,3,4,4,4,4,NA,1,2,4,4,4,0,33,satisfied
95595,NA,Loyal Customer,35,Personal Travel,Business,1185,4,4,4,4,2,3,4,2,2,4,2,4,2,3,0,0,satisfied
99954,Male,Loyal Customer,34,Business travel,Business,1868,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0,satisfied
61057,NA,Loyal Customer,54,Business travel,Business,3621,2,2,2,2,5,5,4,2,2,3,2,4,2,5,0,0,satisfied
24738,Female,Loyal Customer,39,Business travel,Business,1276,5,5,5,5,5,4,5,5,5,5,5,5,5,4,0,0,satisfied
123906,Male,Loyal Customer,50,Business travel,Business,1448,3,3,3,3,4,5,4,2,2,2,2,5,2,5,10,2,satisfied
39872,Male,Loyal Customer,58,Business travel,Business,3050,4,4,4,4,4,5,5,2,2,2,2,4,2,3,64,62,satisfied
107437,Female,Loyal Customer,49,Business travel,Business,446,5,5,5,5,2,4,4,4,4,4,4,3,4,5,5,4,satisfied
35064,Male,Loyal Customer,52,Business travel,Eco,113,5,3,3,3,4,5,4,4,2,3,2,3,5,4,71,96,satisfied
15713,Female,Loyal Customer,47,Business travel,Business,845,1,1,1,1,4,5,4,5,5,5,5,5,5,3,20,17,satisfied
79604,Female,Loyal Customer,57,Business travel,Business,1843,4,4,4,4,5,4,4,3,3,3,3,4,3,3,0,0,satisfied
12459,NA,disloyal Customer,23,Business travel,Eco,978,4,4,4,1,1,4,1,1,2,1,2,4,2,1,0,0,satisfied
25624,Male,Loyal Customer,36,Business travel,Business,127,0,5,0,4,3,1,3,1,1,1,1,1,1,1,0,0,satisfied
115409,Female,Loyal Customer,60,Business travel,Eco Plus,650,4,5,5,5,4,5,5,4,4,4,4,1,4,5,0,0,satisfied
25621,Male,Loyal Customer,41,Business travel,Business,3340,1,1,1,1,5,3,5,4,4,4,4,2,4,5,0,0,satisfied
88691,Male,Loyal Customer,34,Business travel,Business,2778,1,1,1,1,5,5,5,5,5,5,5,5,5,5,0,0,satisfied
84163,Male,Loyal Customer,34,Business travel,Business,1907,1,1,5,1,4,4,1,4,4,4,4,3,4,3,10,0,satisfied
65598,Male,Loyal Customer,41,Business travel,Business,1514,4,4,4,4,2,5,5,4,4,4,4,4,4,4,NA,27,satisfied
39591,Female,Loyal Customer,39,Business travel,Business,2449,4,4,4,4,5,1,5,5,5,5,5,2,5,1,0,0,satisfied
81275,Male,Loyal Customer,61,Business travel,Business,3502,3,3,3,3,2,3,3,5,NA,5,5,2,5,1,0,0,satisfied
89361,NA,Loyal Customer,41,Business travel,Business,728,5,5,5,5,5,5,5,2,2,2,2,3,2,5,0,0,satisfied
72776,Female,Loyal Customer,44,Business travel,Eco,191,2,4,4,4,3,1,3,2,2,2,2,3,2,1,1,0,satisfied
8441,Male,Loyal Customer,39,Business travel,Business,2024,1,1,1,1,4,NA,4,4,4,4,4,3,4,4,23,22,satisfied
107881,NA,Loyal Customer,28,Business travel,Eco Plus,1182,0,0,0,2,3,0,3,3,3,5,2,5,4,3,31,20,satisfied
45666,NA,Loyal Customer,37,Business travel,Business,1199,3,3,2,3,2,4,5,3,3,2,3,4,3,1,0,14,satisfied
74633,Female,Loyal Customer,42,Personal Travel,Eco,983,4,5,3,4,3,1,2,5,5,3,5,3,5,2,0,0,satisfied
19811,NA,Loyal Customer,59,Business travel,Business,647,4,4,4,4,2,1,2,4,4,4,4,3,4,4,91,74,satisfied
32680,Female,Loyal Customer,37,Business travel,Business,2586,3,3,1,3,2,4,4,5,5,5,5,5,5,3,14,3,satisfied
70833,Female,Loyal Customer,23,Business travel,Eco Plus,901,0,5,0,5,3,0,1,3,4,3,4,5,1,3,9,3,satisfied
47580,Female,Loyal Customer,55,Business travel,Business,1535,0,3,0,4,4,4,4,1,1,1,1,3,1,1,20,30,satisfied
32977,Female,Loyal Customer,41,Business travel,Business,1973,2,2,2,2,5,5,5,2,2,3,2,3,2,3,15,0,satisfied
44978,Male,Loyal Customer,42,Business travel,Business,480,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,0,satisfied
17963,Male,Loyal Customer,34,Business travel,Eco Plus,350,5,3,3,3,5,5,5,5,4,5,5,3,4,5,0,0,satisfied
7604,Male,Loyal Customer,60,Business travel,Business,130,4,4,4,4,3,5,4,4,4,4,5,3,4,3,0,0,satisfied
18544,Male,disloyal Customer,12,Business travel,Business,1121,5,0,5,1,3,0,3,3,2,4,5,3,5,3,22,3,satisfied
50929,Male,Loyal Customer,47,Business travel,Business,1780,0,1,1,3,5,5,5,2,2,2,2,5,2,3,0,0,satisfied
124342,Male,Loyal Customer,39,Business travel,Business,985,1,1,1,1,3,4,5,4,4,5,4,3,4,3,0,7,satisfied
99012,NA,Loyal Customer,26,Business travel,Business,833,3,3,3,3,4,4,4,4,1,4,3,2,2,4,0,0,satisfied
88130,Female,disloyal Customer,54,Business travel,Eco,238,4,4,4,4,2,4,2,2,5,4,1,3,1,2,91,81,satisfied
4448,NA,Loyal Customer,40,Business travel,Business,872,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,3,satisfied
110040,NA,disloyal Customer,21,Business travel,Eco,588,0,0,0,2,3,0,3,3,3,4,1,2,5,3,0,0,satisfied
9348,Female,Loyal Customer,40,Business travel,Business,2400,4,4,3,4,2,4,2,2,2,2,2,3,2,1,0,0,satisfied
63350,Female,Loyal Customer,64,Business travel,Business,3143,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0,satisfied
68226,Female,Loyal Customer,63,Business travel,Business,3828,0,0,0,1,5,5,4,1,1,1,1,5,1,3,0,0,satisfied
85488,Male,Loyal Customer,40,Business travel,Business,3970,2,2,2,2,5,4,5,4,4,4,4,3,4,5,46,23,satisfied
79888,Female,Loyal Customer,39,Business travel,Business,3974,2,2,2,2,4,4,5,4,4,4,4,4,4,3,0,0,satisfied
84832,Female,Loyal Customer,37,Business travel,Eco,397,4,5,5,5,4,4,4,4,1,2,5,3,2,4,0,0,satisfied
6209,Male,Loyal Customer,17,Personal Travel,Eco Plus,431,0,4,0,4,1,0,3,1,4,3,5,5,5,1,0,0,satisfied
59246,NA,Loyal Customer,52,Business travel,Business,293,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0,satisfied
55772,NA,Loyal Customer,52,Business travel,Eco,308,5,1,1,1,5,5,5,5,2,1,5,3,5,5,0,0,satisfied
120858,Female,Loyal Customer,50,Business travel,Business,125,4,4,4,4,4,4,4,5,5,5,4,4,5,3,0,0,satisfied
91808,Female,Loyal Customer,49,Business travel,Business,2035,1,1,1,1,2,NA,4,3,3,3,3,3,3,4,0,0,satisfied
114306,Male,Loyal Customer,51,Personal Travel,Eco,164,5,4,5,3,1,5,1,1,3,2,5,5,5,1,0,11,satisfied
106323,Male,disloyal Customer,13,Business travel,Eco,2288,4,4,4,1,4,2,2,4,1,4,3,2,5,2,7,32,satisfied
85639,Male,Loyal Customer,53,Business travel,Business,2586,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,0,satisfied
17157,Male,Loyal Customer,41,Personal Travel,Eco,722,0,4,0,4,3,0,3,3,1,2,1,3,5,3,0,0,satisfied
92430,Female,Loyal Customer,23,Business travel,Business,3888,1,1,1,1,5,5,5,5,4,4,4,4,5,5,0,0,satisfied
52026,Female,Loyal Customer,57,Business travel,Business,429,5,5,3,5,1,2,1,4,4,4,4,1,4,3,0,0,satisfied
64774,Male,Loyal Customer,60,Business travel,Business,2483,5,5,5,5,5,5,4,4,4,4,4,4,4,3,0,0,satisfied
84069,Female,Loyal Customer,54,Business travel,Business,475,1,1,1,1,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
129117,Female,disloyal Customer,21,Business travel,Business,223,5,2,5,5,5,5,2,5,4,4,4,5,4,5,0,0,satisfied
83301,Female,disloyal Customer,18,Business travel,Eco Plus,1225,5,0,5,5,2,5,2,2,1,1,2,2,5,2,0,5,satisfied
55773,Male,Loyal Customer,49,Personal Travel,Eco,1183,4,4,4,3,4,4,4,4,3,4,4,5,5,4,0,0,satisfied
114423,Female,Loyal Customer,31,Personal Travel,Eco,305,5,1,5,3,5,5,5,5,3,1,3,3,4,5,0,0,satisfied
90085,Male,Loyal Customer,63,Personal Travel,Eco,371,4,3,4,4,3,NA,3,3,1,4,3,4,3,3,0,32,satisfied
86177,Female,Loyal Customer,47,Business travel,NA,1015,5,3,5,5,3,5,5,5,5,5,5,3,5,1,9,8,satisfied
30196,NA,Loyal Customer,23,Business travel,Business,964,2,2,2,2,5,5,5,5,2,2,1,3,5,5,12,10,satisfied
